drugbank_id	entrez_gene_id	category	actions	
Glutathione	GSTM1	target		
Cisplatin	GSTM1	enzyme	substrate	
Oxaliplatin	GSTM1	enzyme	substrate	
Carboplatin	GSTM1	enzyme	substrate	
Azathioprine	GSTM1	enzyme	substrate	
Busulfan	GSTM1	enzyme	substrate	
(9r,10r)-9-(S-Glutathionyl)-10-Hydroxy-9,10-Dihydrophenanthrene	GSTM1	target		
Zinc Trihydroxide	GSTM1	target		
Glutathione S-(2,4 Dinitrobenzene)	GSTM1	target		
Fluorotryptophane	GSTM1	target		
(9s,10s)-9-(S-Glutathionyl)-10-Hydroxy-9,10-Dihydrophenanthrene	GSTM1	target		
Glutathione	GSTK1	target		
GLUTATHIONE SULFINATE	GSTK1	target		
Glutathione	GSTA3	target		
GSHNA	GSTA3	target		
Glutathione	GSTM3	target		
Vitamin E	GSTM3	enzyme	inducer	
Glutathione	GSTA4	target		
Glutathione	GSTM4	target		
Glutathione Sulfonic Acid	GSTM4	target		
S-Octylglutathione	GSTM4	target		
Gamma-Glutamyl[S-(2-Iodobenzyl)Cysteinyl]Glycine	GSTM4	target		
1-Hydroxy-2-S-Glutathionyl-3-Para-Nitrophenoxy-Propane	GSTM4	target		
S-Hexylglutathione	GSTM4	target		
Glutathione	GSTA5	target		
Glutathione	GSTP1	target		
Vitamin E	GSTP1	enzyme	inhibitor	
Chlorambucil	GSTP1	enzyme	substrate	
Cisplatin	GSTP1	enzyme	substrate	
Oxaliplatin	GSTP1	enzyme	substrate	
Etoposide	GSTP1	enzyme	substrate	
Carboplatin	GSTP1	enzyme	substrate	
Busulfan	GSTP1	enzyme	substrate	
Clomipramine	GSTP1	target	inhibitor	
(9r,10r)-9-(S-Glutathionyl)-10-Hydroxy-9,10-Dihydrophenanthrene	GSTP1	target		
S-Hydroxycysteine	GSTP1	target		
Cibacron Blue	GSTP1	target		
Glutathione Sulfonic Acid	GSTP1	target		
S-(P-Nitrobenzyl)Glutathione	GSTP1	target		
2-(N-Morpholino)-Ethanesulfonic Acid	GSTP1	target		
Glycerol	GSTP1	target		
S-Hexylglutathione	GSTP1	target		
Carbocisteine	GSTP1	target		
Canfosfamide	GSTP1	target		
TLK-199	GSTP1	target		
S-NONYL-CYSTEINE	GSTP1	target		
S-(4-BROMOBENZYL)CYSTEINE	GSTP1	target		
Glutathione	GSTO1	target		
Vitamin E	GSTO1	enzyme	inhibitor	
Glutathione	GPX1	target	cofactor	
Glutathione	GPX2	target	cofactor	
Glutathione	GSTT1	target		
Cisplatin	GSTT1	enzyme	substrate	
Oxaliplatin	GSTT1	enzyme	substrate	
Etoposide	GSTT1	enzyme	substrate	
Carboplatin	GSTT1	enzyme	substrate	
Glutathione	GSTZ1	target		
1,4-Dithiothreitol	GSTZ1	target		
Glutathione	GPX5	target	cofactor	
Glutathione	GPX3	target	cofactor	
Glutathione	ABCC4	transporter	substrate	
Folic Acid	ABCC4	transporter	inhibitor	
Oseltamivir	ABCC4	transporter	substrate	
Sildenafil	ABCC4	transporter	inhibitor	
Conjugated Equine Estrogens	ABCC4	transporter	inhibitor	
Tenofovir	ABCC4	transporter	substrate	
Indomethacin	ABCC4	transporter	inhibitor	
Tioguanine	ABCC4	transporter	inhibitor	
Sorafenib	ABCC4	transporter	inhibitor	
Celecoxib	ABCC4	transporter	inhibitor	
Zidovudine	ABCC4	transporter	substrate	
Rofecoxib	ABCC4	transporter	inhibitor	
Fluorouracil	ABCC4	transporter	substrate	
Methotrexate	ABCC4	transporter	substrate|inhibitor	
Diclofenac	ABCC4	transporter	inhibitor	
Verapamil	ABCC4	transporter	inhibitor	
Lamivudine	ABCC4	transporter	substrate	
Flurbiprofen	ABCC4	transporter	inhibitor	
Adefovir Dipivoxil	ABCC4	transporter	substrate	
Nateglinide	ABCC4	transporter	substrate	
Alprostadil	ABCC4	transporter	substrate	
Meloxicam	ABCC4	transporter	substrate	
Dinoprostone	ABCC4	transporter	substrate	
Dipyridamole	ABCC4	transporter	inhibitor	
Ketoprofen	ABCC4	transporter	inhibitor	
Probenecid	ABCC4	transporter	inhibitor	
Mercaptopurine	ABCC4	transporter	substrate	
Ibuprofen	ABCC4	transporter	inhibitor	
Atorvastatin	ABCC4	transporter	substrate	
Rosuvastatin	ABCC4	transporter	substrate	
Sulfinpyrazone	ABCC4	transporter	inhibitor	
Sunitinib	ABCC4	transporter	inhibitor	
Cefazolin	ABCC4	transporter	substrate	
Ursodeoxycholic acid	ABCC4	transporter	inhibitor	
Cyclic Adenosine Monophosphate	ABCC4	transporter	substrate|inhibitor	
Cholic Acid	ABCC4	transporter	inhibitor	
Taurocholic Acid	ABCC4	transporter	inhibitor	
Gadoxetic acid	ABCC4	transporter	substrate	
Glutathione	ABCC5	transporter	substrate	
Sildenafil	ABCC5	transporter	inhibitor	
Zidovudine	ABCC5	transporter	substrate	
Cisplatin	ABCC5	transporter	inducer	
Fluorouracil	ABCC5	transporter	substrate	
Adefovir Dipivoxil	ABCC5	transporter	substrate	
Alprostadil	ABCC5	transporter	inhibitor	
Dinoprostone	ABCC5	transporter	inhibitor	
Dipyridamole	ABCC5	transporter	inhibitor	
Probenecid	ABCC5	transporter	inhibitor	
Mercaptopurine	ABCC5	transporter	substrate	
Rifampicin	ABCC5	transporter	inducer	
Atorvastatin	ABCC5	transporter	substrate	
Sulfinpyrazone	ABCC5	transporter	inhibitor	
Cyclic Adenosine Monophosphate	ABCC5	transporter	inhibitor	
Phosphatidyl serine	DGKG	target		
Phosphatidyl serine	DGKD	target		
Phosphatidyl serine	PTDSS2	target		
Phosphatidyl serine	SMPD4	target		
Phosphatidyl serine	SMPD3	target		
Phosphatidyl serine	ATP8A1	target		
Phosphatidyl serine	PRKCA	target		
Vitamin E	PRKCA	target		
Ingenol Mebutate	PRKCA	target	ligand	
Ellagic Acid	PRKCA	target	inhibitor, competitive	
Phosphatidyl serine	PTDSS1	target		
Phosphatidyl serine	PISD	target		
Phosphatidyl serine	SCARB1	target		
Glycine	GCSH	target		
6-(Hydroxyethyldithio)-8-(Aminomethylthio)Octanoic Acid	GCSH	target		
Dihydrolipoic Acid	GCSH	target		
Glycine	GARS	target		
Glycine	BAAT	target		
Obeticholic acid	BAAT	enzyme	substrate	
Glycine	GPR18	target		
Glycine	GLYAT	target		
Glycine	SLC36A1	target		
L-Alanine	SLC36A1	target		
Acamprosate	SLC36A1	transporter		
Vigabatrin	SLC36A1	transporter		
D-Proline	SLC36A1	transporter		
Gaboxadol	SLC36A1	transporter	substrate	
Spaglumic Acid	SLC36A1	transporter	substrate|Other	
Hydroxyproline	SLC36A1	transporter		
Glycine	GLYATL2	target		
Glycine	GLYATL1	target		
Glycine	SLC32A1	target		
Glycine	PIPOX	target		
Glycine	SLC6A5	target		
Glycine	SLC6A9	target		
Glycine	GLRA1	target		
Lindane	GLRA1	target	antagonist	
Isoflurane	GLRA1	target	agonist	
Ethanol	GLRA1	target	agonist	
Methoxyflurane	GLRA1	target	agonist	
Halothane	GLRA1	target	allosteric modulator	
Desflurane	GLRA1	target	agonist	
Sevoflurane	GLRA1	target	agonist	
Ginkgo biloba	GLRA1	target	antagonist	
D-Serine	GLRA1	target		
GW 468816	GLRA1	target		
Thiocolchicoside	GLRA1	target	antagonist	
Glycine	GLRB	target		
Lindane	GLRB	target	antagonist	
Glycine	GLRA3	target		
Lindane	GLRA3	target	antagonist	
Picrotoxin	GLRA3	target	antagonist	
Ivermectin	GLRA3	target	agonist	
Glycine	GLRA2	target		
Lindane	GLRA2	target	antagonist	
Picrotoxin	GLRA2	target	antagonist	
Ethanol	GLRA2	target	agonist	
Calcidiol	CYP27B1	enzyme	substrate	
Ergocalciferol	CYP27B1	enzyme	substrate	
Corticotropin	CYP27B1	enzyme	inducer	
Alfacalcidol	CYP27B1	target		
Pyridoxal	PDXK	target		
Pyridoxine	PDXK	target	ligand	
Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate	PDXK	target		
O6-(R)-ROSCOVITINE, R-2-(6-BENZYLOXY-9-ISOPROPYL-9H-PURIN-2-YLAMINO)-BUTAN-1-OL	PDXK	target		
(2R)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9H-purin-2-yl}amino)butan-1-ol	PDXK	target		
Creatine	CKM	target	ligand	
(Diaminomethyl-Methyl-Amino)-Acetic Acid	CKM	target		
D-Arginine	CKM	target		
Creatine	CKMT1B	target	ligand	
Creatine	CKMT1A	target	ligand	
Creatine	CKB	target	ligand	
Creatine	CKMT2	target	ligand	
Creatine	SLC6A8	target		
Creatine	GAMT	target	product of	
Guanidine	GAMT	target		
S-Adenosyl-L-Homocysteine	GAMT	target		
N-[Amino(Imino)Methyl]Glycine	GAMT	target		
L-Leucine	LARS2	target		
L-Leucine	LCMT2	target		
L-Leucine	LCMT1	target		
L-Leucine	LARS	target		
L-Tryptophan	WARS2	target	inhibitor	
L-Tryptophan	WARS2	enzyme	substrate|inhibitor	
L-Tryptophan	WARS	target	inhibitor	
L-Tryptophan	WARS	enzyme	substrate|inhibitor	
Tryptophanyl-5'amp	WARS	target		
L-Tryptophanamide	WARS	target		
L-Tryptophan	TDO2	enzyme	substrate	
Tolmetin	TDO2	enzyme	inhibitor	
Nalidixic Acid	TDO2	enzyme	inhibitor	
L-Tryptophan	TPH1	enzyme	substrate	
Sapropterin	TPH1	target	cofactor	
LX1031	TPH1	target		
Telotristat	TPH1	target	antagonist	
L-Tryptophan	TPH2	enzyme	substrate	
Telotristat	TPH2	target	antagonist	
L-Tryptophan	IDO1	enzyme	substrate	
Melatonin	IDO1	enzyme	substrate	
L-Cysteine	CARS	target		
L-Cysteine	MGMT	target		
S-Methylcysteine	MGMT	target		
Benzylcysteine	MGMT	target		
L-Cysteine	SLC19A3	target		
L-Cysteine	CARS2	target		
L-Cysteine	CDO1	target		
NADH	CDO1	target		
Thiamine	TPK1	target	ligand	
Pyrithiamine Pyrophosphate	TPK1	target		
Thiamine	SLC19A2	target	binder	
Thiamine	CYP4B1	enzyme	inducer	
Midazolam	CYP4B1	enzyme	substrate	
Phenobarbital	CYP4B1	enzyme	inducer	
Ergocalciferol	CYP2R1	enzyme	substrate	
Cholecalciferol	CYP2R1	enzyme	substrate	
L-Citrulline	DDAH2	target		
L-Citrulline	DDAH1	target		
L-Citrulline	NOS1	target		
Doxorubicin	NOS1	enzyme	substrate	
L-N(Omega)-Nitroarginine-2,4-L-Diaminobutyric Amide	NOS1	target		
Formic Acid	NOS1	target		
3-Bromo-7-Nitroindazole	NOS1	target		
N-{(4s)-4-Amino-5-[(2-Aminoethyl)Amino]Pentyl}-N'-Nitroguanidine	NOS1	target		
N-(3-(Aminomethyl)Benzyl)Acetamidine	NOS1	target		
L-N(Omega)-Nitroarginine-(4r)-Amino-L-Proline Amide	NOS1	target		
N-Isopropyl-N'-Hydroxyguanidine	NOS1	target		
N-Omega-Propyl-L-Arginine	NOS1	target		
N-Butyl-N'-Hydroxyguanidine	NOS1	target		
S-Ethyl-N-[4-(Trifluoromethyl)Phenyl]Isothiourea	NOS1	target		
N-Omega-Hydroxy-L-Arginine	NOS1	target		
Flavin adenine dinucleotide	NOS1	target		
Riboflavin Monophosphate	NOS1	target		
N-(4-(2-((3-Chlorophenylmethyl)Amino)Ethyl)Phenyl)-2-Thiophecarboxamidine	NOS1	target		
2'-Monophosphoadenosine 5'-Diphosphoribose	NOS1	target		
S-Ethyl-N-Phenyl-Isothiourea	NOS1	target		
N5-(1-Imino-3-Butenyl)-L-Ornithine	NOS1	target		
5-N-Allyl-Arginine	NOS1	target		
Nitroarginine	NOS1	target		
NXN-188	NOS1	target		
N-{(3S,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(4-CHLOROBENZYL)ETHANE-1,2-DIAMINE	NOS1	target		
N-{(3R,4S)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-N'-(3-chlorobenzyl)ethane-1,2-diamine	NOS1	target		
Methylene blue	NOS1	target	antagonist	
L-Citrulline	PADI6	target		
L-Citrulline	PADI1	target		
L-Citrulline	PADI3	target		
L-Citrulline	PADI2	target		
L-Citrulline	PADI4	target		
Azithromycin	PADI4	target		
Doxycycline	PADI4	target		
Tetracycline	PADI4	target		
Streptomycin	PADI4	target		
N-[(1S)-1-(AMINOCARBONYL)-4-(ETHANIMIDOYLAMINO)BUTYL]BENZAMIDE	PADI4	target		
L-Threonine	TARS	target		
L-Threonine	TARS2	target		
NADH	UGDH	target		
NADH	ADH1A	target		
NADH	ADH1A	enzyme	substrate	
Ethanol	ADH1A	enzyme		
Fomepizole	ADH1A	target	inhibitor	
4-Iodopyrazole	ADH1A	target		
N-Cyclopentyl-N-Cyclobutylformamide	ADH1A	target		
NADH	SORD	target		
Cp-166572, 2-Hydroxymethyl-4-(4-N,N-Dimethylaminosulfonyl-1-Piperazino)-Pyrimidine	SORD	target		
NADH	ADH4	target		
NADH	ADH4	enzyme	substrate	
Ethanol	ADH4	enzyme		
Cyclohexylformamide	ADH4	target		
NADH	ADH1C	target		
Ethanol	ADH1C	enzyme		
Fomepizole	ADH1C	target	inhibitor	
2,3,4,5,6-Pentafluorobenzyl Alcohol	ADH1C	target		
N-1-Methylheptylformamide	ADH1C	target		
2-Ethoxyethanol	ADH1C	target		
Cholic Acid	ADH1C	target		
4-Iodopyrazole	ADH1C	target		
Pyrazole	ADH1C	target		
Para-Bromobenzyl Alcohol	ADH1C	target		
3-Butylthiolane 1-Oxide	ADH1C	target		
5-Beta-D-Ribofuranosylnicotinamide Adenine Dinucleotide	ADH1C	target		
(R)-N-(1-Methyl-Hexyl)-Formamide	ADH1C	target		
Trifluoroethanol	ADH1C	target		
Cyclohexylformamide	ADH1C	target		
Cpad	ADH1C	target		
N-Formylpiperidine	ADH1C	target		
2,3-Difluorobenzyl Alcohol	ADH1C	target		
2,4-Difluorobenzyl Alcohol 2,4-Difluoro-1-(Hydroxymethyl)Benzene	ADH1C	target		
NADH	ADH1B	target		
NADH	ADH1B	enzyme	substrate	
Ethanol	ADH1B	enzyme		
Fomepizole	ADH1B	target	inhibitor	
N-Benzylformamide	ADH1B	target		
4-Iodopyrazole	ADH1B	target		
2'-Monophosphoadenosine 5'-Diphosphoribose	ADH1B	target		
Cyclohexanol	ADH1B	target		
Glycerol	ADH1B	target		
N-Heptylformamide	ADH1B	target		
NADH	ADH7	target		
NADH	ADH7	enzyme	substrate	
Ethanol	ADH7	enzyme		
NADH	GPD1	target		
NADH	LDHAL6A	target		
NADH	ADH5	target		
NADH	ADH5	enzyme	substrate	
Ethanol	ADH5	enzyme		
Lauric Acid	ADH5	target		
12-Hydroxydodecanoic Acid	ADH5	target		
S-Hydroxymethyl Glutathione	ADH5	target		
NADH	AKR1B1	target		
Sulindac	AKR1B1	target	inhibitor	
Inhibitor Idd 384	AKR1B1	target		
alpha-D-glucose 6-phosphate	AKR1B1	target		
Alrestatin	AKR1B1	target		
Fidarestat	AKR1B1	target	inhibitor	
(S,R)-fidarestat	AKR1B1	target		
[3-(4-Bromo-2-Fluoro-Benzyl)-7-Chloro-2,4-Dioxo-3,4-Dihydro-2h-Quinazolin-1-Yl]-Acetic Acid	AKR1B1	target		
Tolrestat	AKR1B1	target	inhibitor	
N-Acetylalanine	AKR1B1	target		
Sorbinil	AKR1B1	target	inhibitor	
IDD552	AKR1B1	target		
Hydroxydimethylarsine Oxide	AKR1B1	target		
2'-Monophosphoadenosine 5'-Diphosphoribose	AKR1B1	target		
Citric Acid	AKR1B1	target		
AS-3201	AKR1B1	target		
pimagedine HCl	AKR1B1	target		
(2-{[(4-BROMO-2-FLUOROBENZYL)AMINO]CARBONYL}-5-CHLOROPHENOXY)ACETIC ACID	AKR1B1	target		
(5-CHLORO-2-{[(3-NITROBENZYL)AMINO]CARBONYL}PHENOXY)ACETIC ACID	AKR1B1	target		
{3-[(4,5,7-TRIFLUORO-1,3-BENZOTHIAZOL-2-YL)METHYL]-1H-INDOL-1-YL}ACETIC ACID	AKR1B1	target		
{3-[(5-CHLORO-1,3-BENZOTHIAZOL-2-YL)METHYL]-2,4-DIOXO-3,4-DIHYDROPYRIMIDIN-1(2H)-YL}ACETIC ACID	AKR1B1	target		
3-[5-(3-nitrophenyl)thiophen-2-yl]propanoic acid	AKR1B1	target		
6-[(5-CHLORO-3-METHYL-1-BENZOFURAN-2-YL)SULFONYL]PYRIDAZIN-3(2H)-ONE	AKR1B1	target		
2[4-BROMO-2-FLUOROPHENYL)METHYL]-6-FLUOROSPIRO[ISOQUINOLINE-4-(1H),3'-PYRROLIDINE]-1,2',3,5'(2H)-TETRONE	AKR1B1	target		
4-[3-(3-NITROPHENYL)-1,2,4-OXADIAZOL-5-YL]BUTANOIC ACID	AKR1B1	target		
{4-[(CARBOXYMETHOXY)CARBONYL]-3,3-DIOXIDO-1-OXONAPHTHO[1,2-D]ISOTHIAZOL-2(1H)-YL}ACETIC ACID	AKR1B1	target		
2-(CARBOXYMETHYL)-1-OXO-1,2-DIHYDRONAPHTHO[1,2-D]ISOTHIAZOLE-4-CARBOXYLIC ACID 3,3-DIOXIDE	AKR1B1	target		
IDD594	AKR1B1	target		
[5-(5-nitro-2-furyl)-1,3,4-oxadiazol-2-yl]thio}acetic acid	AKR1B1	target		
2-(3-((4,5,7-trifluorobenzo[d]thiazol-2-yl)methyl)-1H-pyrrolo[2,3-b]pyridin-1-yl)acetic acid	AKR1B1	target		
3,4-DIHYDRO-4-OXO-3-((5-TRIFLUOROMETHYL-2-BENZOTHIAZOLYL)METHYL)-1-PHTHALAZINE ACETIC ACID	AKR1B1	target		
NADH	HSD17B10	target		
1-Azepan-1-Yl-2-Phenyl-2-(4-Thioxo-1,4-Dihydro-Pyrazolo[3,4-D]Pyrimidin-5-Yl)Ethanone Adduct	HSD17B10	target		
NADH	MDH2	target		
Citric Acid	MDH2	target		
NADH	LDHA	target		
Etheno-Nad	LDHA	target		
Nicotinamide	LDHA	target		
Oxamic Acid	LDHA	target		
NADH	ME2	target		
Fumarate	ME2	target		
Malate Ion	ME2	target		
Alpha-Ketomalonic Acid	ME2	target		
Tartronate	ME2	target		
NADH	HSD17B4	target		
3r-Hydroxydecanoyl-Coa	HSD17B4	target		
NADH	LDHAL6B	target		
NADH	LDHC	target		
NADH	LDHB	target		
4-Hydroxy-1,2,5-Oxadiazole-3-Carboxylic Acid	LDHB	target		
Oxamic Acid	LDHB	target		
NADH	EHHADH	target		
NADH	HADH	target		
Acetoacetyl-Coenzyme A	HADH	target		
3-Hydroxybutyryl-Coenzyme A	HADH	target		
NADH	ME3	target		
Tartronate	ME3	target		
NADH	BDH1	target		
NADH	MDH1	target		
2'-Monophosphoadenosine 5'-Diphosphoribose	MDH1	target		
NADH	HIBADH	target		
NADH	HSD17B3	target		
NADH	HMGCR	target		
Pravastatin	HMGCR	target	inhibitor	
Lovastatin	HMGCR	target	inhibitor	
Cerivastatin	HMGCR	target	inhibitor	
Simvastatin	HMGCR	target	inhibitor	
Atorvastatin	HMGCR	target	inhibitor	
Fluvastatin	HMGCR	target	inhibitor	
Rosuvastatin	HMGCR	target	inhibitor	
Coenzyme A	HMGCR	target		
(S)-Hmg-Coa	HMGCR	target		
2'-Monophosphoadenosine 5'-Diphosphoribose	HMGCR	target		
3-Hydroxy-3-Methyl-Glutaric Acid	HMGCR	target		
1,4-Dithiothreitol	HMGCR	target		
TAK-475	HMGCR	target		
SP-01A	HMGCR	target		
Mevastatin	HMGCR	target	inhibitor	
7-[3-(4-FLUORO-PHENYL)-1-ISOPROPYL-1H-INDOL-2-YL]-3,5-DIHYDROXY-HEPTANOIC ACID	HMGCR	target		
Pitavastatin	HMGCR	target	inhibitor	
NADH	ME1	target		
2'-Monophosphoadenosine 5'-Diphosphoribose	ME1	target		
NADH	PHGDH	target		
NADH	HSD17B7	target		
NADH	IDH3G	target		
NADH	IDH3B	target		
NADH	IDH3A	target		
NADH	HSD17B1	target		
4-Androstenedione	HSD17B1	target	inducer	
Androstanedione	HSD17B1	target		
Prasterone	HSD17B1	target		
Equilin	HSD17B1	target		
EM-1745	HSD17B1	target		
Dihydrotestosterone	HSD17B1	target		
2'-Monophosphoadenosine 5'-Diphosphoribose	HSD17B1	target		
NADH	HSD17B2	target		
NADH	RDH5	target		
Vitamin A	RDH5	target		
NADH	H6PD	target		
NADH	HSD17B8	target		
2'-Monophosphoadenosine 5'-Diphosphoribose	HSD17B8	target		
NADH	AKR1C4	target		
NADH	IMPDH2	target		
Mycophenolate mofetil	IMPDH2	target	inhibitor	
Ribavirin	IMPDH2	target		
Mycophenolic acid	IMPDH2	target	inhibitor	
Selenazole-4-Carboxyamide-Adenine Dinucleotide	IMPDH2	target		
6-Chloropurine Riboside, 5'-Monophosphate	IMPDH2	target		
Inosinic Acid	IMPDH2	target		
VX-148	IMPDH2	target		
NADH	AKR1C3	target		
Bimatoprost	AKR1C3	target		
Doxorubicin	AKR1C3	enzyme	substrate	
4-Androstenedione	AKR1C3	target	inducer	
Rutin	AKR1C3	target		
(5e,13e)-9,15-Dihydroxy-11-Oxoprosta-5,13-Dien-1-Oicacid	AKR1C3	target		
Flufenamic Acid	AKR1C3	target		
2'-Monophosphoadenosine 5'-Diphosphoribose	AKR1C3	target		
3-CARBOXAMIDO-1,3,5(10)-ESTRATRIEN-17(R)-SPIRO-2'(5',5'-DIMETHYL-6'OXO)TETRAHYDROPYRAN	AKR1C3	target		
NADH	HPGD	target		
NADH	TSTA3	target		
NADH	AKR1C1	target		
Salicylic acid	AKR1C1	target	inhibitor	
Acetylsalicylic acid	AKR1C1	target	inhibitor	
2'-Monophosphoadenosine 5'-Diphosphoribose	AKR1C1	target		
2-HYDROXY-3,5-DIIODOBENZOIC ACID	AKR1C1	target		
(10ALPHA,13ALPHA,14BETA,17ALPHA)-17-HYDROXYANDROST-4-EN-3-ONE	AKR1C1	target		
Hexestrol	AKR1C1	target		
NADH	HSD11B1	target		
Prednisone	HSD11B1	target	ligand	
Carbenoxolone	HSD11B1	target	inhibitor	
2'-Monophosphoadenosine 5'-Diphosphoribose	HSD11B1	target		
2-(N-Morpholino)-Ethanesulfonic Acid	HSD11B1	target		
(11-BETA)-11,21-DIHYDROXY-PREGN-4-ENE-3,20-DIONE	HSD11B1	target		
INCB13739	HSD11B1	target		
(3,3-dimethylpiperidin-1-yl)(6-(3-fluoro-4-methylphenyl)pyridin-2-yl)methanone	HSD11B1	target		
(5S)-2-{[(1S)-1-(4-fluorophenyl)ethyl]amino}-5-(1-hydroxy-1-methylethyl)-5-methyl-1,3-thiazol-4(5H)-one	HSD11B1	target		
(2R)-1-[(4-tert-butylphenyl)sulfonyl]-2-methyl-4-(4-nitrophenyl)piperazine	HSD11B1	target		
2-(6-{[(3-chloro-2-methylphenyl)sulfonyl]amino}pyridin-2-yl)-N,N-diethylacetamide	HSD11B1	target		
(5S)-2-{[(1S)-1-(2-fluorophenyl)ethyl]amino}-5-methyl-5-(trifluoromethyl)-1,3-thiazol-4(5H)-one	HSD11B1	target		
N-{1-[(1-carbamoylcyclopropyl)methyl]piperidin-4-yl}-N-cyclopropyl-4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide	HSD11B1	target		
N-cyclopropyl-N-(trans-4-pyridin-3-ylcyclohexyl)-4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide	HSD11B1	target		
1-{[(3R)-3-methyl-4-({4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]phenyl}sulfonyl)piperazin-1-yl]methyl}cyclopropanecarboxamide	HSD11B1	target		
(5S)-2-(cyclooctylamino)-5-methyl-5-propyl-1,3-thiazol-4(5H)-one	HSD11B1	target		
2-(2-CHLORO-4-FLUOROPHENOXY)-2-METHYL-N-[(1R,2S,3S,5S,7S)-5-(METHYLSULFONYL)-2-ADAMANTYL]PROPANAMIDE	HSD11B1	target		
(1S,3R,4S,5S,7S)-4-{[2-(4-METHOXYPHENOXY)-2-METHYLPROPANOYL]AMINO}ADAMANTANE-1-CARBOXAMIDE	HSD11B1	target		
(5R)-2-[(2-fluorophenyl)amino]-5-(1-methylethyl)-1,3-thiazol-4(5H)-one	HSD11B1	target		
NADH	HSD3B2	target		
Medroxyprogesterone acetate	HSD3B2	enzyme	inhibitor	
Trilostane	HSD3B2	target	inhibitor	
Corticotropin	HSD3B2	enzyme	inducer	
NADH	HSD3B1	target		
Trilostane	HSD3B1	target	inhibitor	
4-Androstenedione	HSD3B1	target	positive allosteric modulator	
NADH	IMPDH1	target		
Mycophenolate mofetil	IMPDH1	target	inhibitor	
Ribavirin	IMPDH1	target	inhibitor	
Mycophenolic acid	IMPDH1	target	inhibitor	
6-Chloropurine Riboside, 5'-Monophosphate	IMPDH1	target		
VX-148	IMPDH1	target		
NADH	HADHA	target		
NADH	ALDH2	target		
Nitric Oxide	ALDH2	enzyme	inhibitor	
Guanidine	ALDH2	target		
Nitroglycerin	ALDH2	enzyme	substrate	
Disulfiram	ALDH2	target	inhibitor	
Amyl Nitrite	ALDH2	enzyme	substrate	
Daidzin	ALDH2	target		
Crotonaldehyde	ALDH2	target		
Benzyl alcohol	ALDH2	enzyme	substrate	
NADH	HSD11B2	target		
Formebolone	HSD11B2	target	inhibitor	
NADH	AKR1C2	target		
Ursodeoxycholic acid	AKR1C2	target	inducer	
2'-Monophosphoadenosine 5'-Diphosphoribose	AKR1C2	target		
(10ALPHA,13ALPHA,14BETA,17ALPHA)-17-HYDROXYANDROST-4-EN-3-ONE	AKR1C2	target		
NADH	NSDHL	target		
NADH	ALDH3B2	target		
NADH	ALDH6A1	target		
NADH	ALDH3A1	target		
NADH	ALDH1A1	target		
Vitamin A	ALDH1A1	target		
Tretinoin	ALDH1A1	target		
1,4-Dithiothreitol	ALDH1A1	target		
Glycerin	ALDH1A1	enzyme		
NADH	GAPDHS	target		
6-(1,1-Dimethylallyl)-2-(1-Hydroxy-1-Methylethyl)-2,3-Dihydro-7h-Furo[3,2-G]Chromen-7-One	GAPDHS	target		
N-Naphthalen-1-Ylmethyl-2'-[3,5-Dimethoxybenzamido]-2'-Deoxy-Adenosine	GAPDHS	target		
N-1,2,3,4-Tetrahydronaphth-1-Yl-2'-[3,5-Dimethoxybenzamido]-2'-Deoxy-Adenosine	GAPDHS	target		
NADH	ALDH9A1	target		
NADH	ALDH1A3	target		
Vitamin A	ALDH1A3	target		
NADH	ALDH1B1	target		
NADH	ALDH3B1	target		
NADH	GAPDH	target		
Adenosine-5-Diphosphoribose	GAPDH	target		
Thionicotinamide-Adenine-Dinucleotide	GAPDH	target		
4-(2-AMINOETHYL)BENZENESULFONYL FLUORIDE	GAPDH	target		
NADH	ALDH1A2	target		
Vitamin A	ALDH1A2	target		
Tretinoin	ALDH1A2	target		
NADH	ALDH3A2	target		
NADH	ALDH7A1	target		
NADH	PYCR2	target		
L-Proline	PYCR2	target		
NADH	PYCR1	target		
L-Proline	PYCR1	target		
NADH	PDHA2	target		
NADH	PDHA1	target		
NADH	BLVRA	target		
NADH	ACADS	target		
Acetoacetyl-Coenzyme A	ACADS	target		
Flavin adenine dinucleotide	ACADS	target		
NADH	DHFR	target		
Pyrimethamine	DHFR	target	inhibitor	
Trimethoprim	DHFR	target	inhibitor	
Methotrexate	DHFR	target	inhibitor	
Methotrexate	DHFR	enzyme	substrate	
Pemetrexed	DHFR	target	inhibitor	
Gentamicin	DHFR	target		
Proguanil	DHFR	target	inhibitor	
Trimetrexate	DHFR	target	inhibitor	
2,4-Diamino-5-Methyl-6-[(3,4,5-Trimethoxy-N-Methylanilino)Methyl]Pyrido[2,3-D]Pyrimidine	DHFR	target		
2,4-Diamino-6-[N-(2',5'-Dimethoxybenzyl)-N-Methylamino]Quinazoline	DHFR	target		
